Description,Variables,value,unit,,,,12
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0130779_2020-8-20-12-53-1,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0130779_2020-8-20-17-46-15,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139384_2020-8-20-12-39-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139384_2020-8-20-14-54-10,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139384_2020-8-20-17-0-26,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140163_2020-8-19-0-14-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140163_2020-8-20-14-24-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140163_2020-8-20-16-52-25,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140163_2020-8-20-18-12-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140163_2020-8-20-18-8-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119614_2020-8-20-15-6-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119614_2020-8-20-17-24-27,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119614_2020-8-20-17-32-50,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119614_2020-8-20-19-0-49,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119614_2020-8-21-0-59-30,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119628_2020-8-16-21-32-14,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119628_2020-8-20-16-10-48,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119628_2020-8-20-16-47-22,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119712_2020-8-17-10-56-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119712_2020-8-20-20-43-39,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-15-13-43-40,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-15-17-19-41,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-15-17-45-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-15-22-20-43,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-16-18-51-53,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-19-8-28-28,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-19-8-44-10,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-14-38-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-14-42-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-18-34-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-19-1-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-20-58-17,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0121380_2020-8-20-21-13-45,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122450_2020-8-20-16-13-33,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122450_2020-8-20-21-5-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-16-18-17-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-13-2-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-14-59-33,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-15-11-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-16-1-47,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-16-19-19,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0122738_2020-8-20-20-18-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123257_2020-8-16-0-32-32,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123257_2020-8-19-12-1-49,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123257_2020-8-19-12-5-46,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-13-25-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-13-38-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-13-46-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-18-40-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-18-59-20,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-19-35-30,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123582_2020-8-20-21-23-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124702_2020-8-20-20-51-51,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2019-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-15-17-49-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-15-19-27-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-20-16-59-31,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-20-17-12-30,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-20-18-12-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124909_2020-8-20-18-37-20,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-19-1-1-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-19-3-39-20,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-19-9-48-20,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-20-16-26-27,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-20-17-17-59,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125221_2020-8-20-21-57-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-15-18-10-54,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-15-18-52-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-15-19-57-13,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-15-20-30-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-15-21-31-33,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126269_2020-8-20-14-32-1,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-15-16-53-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-15-16-57-39,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-15-17-1-27,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-15-17-14-26,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-20-19-41-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-20-19-48-46,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-20-20-14-59,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0126594_2020-8-20-20-2-22,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-15-13-21-22,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-15-14-54-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-18-22-3-26,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-12-30-23,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-12-40-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-13-0-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-13-33-55,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-13-53-44,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-14-18-31,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-14-43-18,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-15-25-43,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-16-17-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-16-8-54,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0127390_2020-8-20-20-49-43,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2019-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-17-10-56-24,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-18-22-32-57,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-17-2-12,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-18-38-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-18-8-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-19-14-48,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-20-31-54,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-20-51-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-21-19-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0128636_2020-8-20-21-4-15,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-16-0-9-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-18-21-47-57,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-18-21-58-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-19-0-53-1,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-19-0-56-32,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0129558_2020-8-20-20-34-31,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0130810_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0130810_2020-8-16-19-48-3,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0130810_2020-8-20-19-39-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-12-17-34,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-13-27-14,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-13-36-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-14-13-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-14-31-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-14-3-23,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-14-5-9,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-14-8-56,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-15-49-13,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131830_2020-8-20-18-45-56,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-19-11-18-2,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-12-20-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-12-29-25,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-13-6-50,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-17-24-34,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-18-48-21,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0140608_2020-8-20-19-53-25,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-15-15-55-13,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-15-16-18-24,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-15-18-37-17,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-15-20-5-23,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-16-13-3-12,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-19-11-27-35,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-19-12-10-19,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-19-12-15-59,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0141032_2020-8-20-20-21-55,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119072_2020-8-15-19-4-24,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119072_2020-8-16-20-46-6,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119072_2020-8-19-12-4-26,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119072_2020-8-20-12-44-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119072_2020-8-20-16-50-40,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119086_2020-8-18-22-27-3,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-13-16-40,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-13-22-19,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-13-2-31,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-13-44-2,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-15-20-21,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-16-15-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-16-40-7,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-17-12-45,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0119184_2020-8-20-18-10-12,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-15-17-48-17,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-16-0-12-29,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-16-0-1-57,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-18-22-36-36,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-19-0-6-39,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-19-1-9-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-19-2-32-4,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-19-5-4-21,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-19-6-10-44,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-16-16-8,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-16-35-55,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-17-59-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-17-7-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-18-13-15,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-18-36-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-18-45-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123476_2020-8-20-21-39-18,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123686_2019-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123686_2020-8-16-20-25-16,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0123686_2020-8-20-21-43-24,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2019-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-15-20-51-57,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-15-21-20-53,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-15-21-8-44,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-18-22-0-41,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-20-12-18-28,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-20-12-32-42,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-20-12-7-56,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-20-17-26-14,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124000_2020-8-20-21-11-19,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-16-0-10-6,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-16-0-47-56,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-16-19-55-14,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-19-0-54-43,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-19-5-59-4,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-19-7-13-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0124188_2020-8-20-21-3-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-15-14-57-38,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-15-15-53-52,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-15-16-32-1,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-15-19-11-38,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-18-21-47-27,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-18-22-28-57,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-19-0-10-34,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0125230_2020-8-19-0-28-10,,,
